residue,residue_ID,name,anomer,absolute,ring,parent_id,site,shape,color,pubChem,comment
N-glycan_b-D-Galp_E118,NE118,Gal,b,D,p,N10,3,circle,#FFD400,Gal
N-glycan_b-D-Galp_E119,NE119,Gal,b,D,p,N8,3,circle,#FFD400,Gal
N-glycan_a-D-Neu5Acp_E120,NE120,Neu5Ac,a,D,p,N28,4,diamond,#A54399,Neu5Ac
N-glycan_a-D-Neu5Acp_E121,NE121,Neu5Ac,a,D,p,N45,6,diamond,#A54399,Neu5Ac
N-glycan_a-D-Neu5Acp_E122,NE122,Neu5Ac,a,D,p,N88,3,diamond,#A54399,Neu5Ac
N-glycan_a-D-Manp_E123,NE123,Man,a,D,p,NE65,2,circle,#00A651,Man
N-glycan_a-D-Galp_E124,NE124,Gal,a,D,p,N3,4,circle,#FFD400,Gal
N-glycan_b-L-Fucp_E125,NE125,Fuc,b,L,p,NA,3,triangle,#ED1C24,Fuc
N-glycan_a-D-Manp_E126,NE126,Man,a,D,p,NE16,2,circle,#00A651,Man
N-glycan_a-D-Galp_E127,NE127,Gal,a,D,p,N32,3,circle,#FFD400,Gal
N-glycan_b-D-Galp_E128,NE128,Gal,b,D,p,N1,6,circle,#FFD400,Gal
N-glycan_a-D-Manp_E129,NE129,Man,a,D,p,NE31,2,circle,#00A651,Man
N-glycan_a-D-Manp_E130,NE130,Man,a,D,p,NE50,2,circle,#00A651,Man
N-glycan_a-D-Manp_E131,NE131,Man,a,D,p,NE2,3,circle,#00A651,Man
N-glycan_a-D-Galp_E132,NE132,Gal,a,D,p,N10,4,circle,#FFD400,Gal
N-glycan_a-L-Fucp_E133,NE133,Fuc,a,L,p,N24,2,triangle,#ED1C24,Fuc
N-glycan_a-D-Glcp_E134,NE134,Glc,a,D,p,N23,2,circle,#0090BC,Glc
N-glycan_a-D-Glcp_E135,NE135,Glc,a,D,p,N19,2,circle,#0090BC,Glc
N-glycan_b-D-GlcNAcp_E136,NE136,GlcNAc,b,D,p,N8,4,square,#0090BC,GlcNAc
N-glycan_a-D-GlcNAcp_E137,NE137,GlcNAc,a,D,p,N4,6,square,#0090BC,GlcNAc
N-glycan_a-D-Manp_E138,NE138,Man,a,D,p,N19,6,circle,#00A651,Man
N-glycan_a-D-GlcNAcp_E139,NE139,GlcNAc,a,D,p,N3,6,square,#0090BC,GlcNAc
N-glycan_b-D-GalNAcp_E140,NE140,GalNAc,b,D,p,N1,2,square,#FFD400,GalNAc
N-glycan_b-D-GlcNAcp_E141,NE141,GlcNAc,b,D,p,NC,2,square,#0090BC,GlcNAc
N-glycan_b-D-Galp_E142,NE142,Gal,b,D,p,N1,2,circle,#FFD400,Gal
N-glycan_b-D-GalNAcp_E143,NE143,GalNAc,b,D,p,N31,4,square,#FFD400,GalNAc
N-glycan_a-D-Glcp_E144,NE144,Glc,a,D,p,N25,2,circle,#0090BC,Glc
N-glycan_a-D-GlcNAcp_E145,NE145,GlcNAc,a,D,p,N20,6,square,#0090BC,GlcNAc
N-glycan_a-D-GlcNAcp_E146,NE146,GlcNAc,a,D,p,N21,6,square,#0090BC,GlcNAc
N-glycan_a-L-Fucp_E147,NE147,Fuc,a,L,p,NE136,3,triangle,#ED1C24,Fuc
N-glycan_b-D-Galp_E148,NE148,Gal,b,D,p,NE136,4,circle,#FFD400,Gal
